CPP,Indicator,Type,Year,value,FG,LineType,Improvement_Rate,High is Positive?
Shetland Islands,Healthy Birthweight,Raw data,2012/13,89.52775008308407,1,Shetland Islands Raw data,-1.390770352845383,Yes
South Ayrshire,Healthy Birthweight,Raw data,2012/13,89.61765069033493,3,South Ayrshire Raw data,0.880680429145575,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2012/13,89.25464667551579,3,South Lanarkshire Raw data,1.7832369682411642,Yes
Stirling,Healthy Birthweight,Raw data,2012/13,88.40687929695237,2,Stirling Raw data,0.08343732010474003,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2012/13,90.04128209420765,4,West Dunbartonshire Raw data,1.7762968012885239,Yes
West Lothian,Healthy Birthweight,Raw data,2012/13,89.98248995230665,3,West Lothian Raw data,1.6623292361035436,Yes
Aberdeen City,Healthy Birthweight,Raw data,2013/14,90.34780931005893,1,Aberdeen City Raw data,0.33250353133649213,Yes
Aberdeenshire,Healthy Birthweight,Raw data,2013/14,90.11275613249103,1,Aberdeenshire Raw data,1.6533336622025274,Yes
Angus,Healthy Birthweight,Raw data,2013/14,89.35629704846058,2,Angus Raw data,0.6645328557744135,Yes
Argyll and Bute,Healthy Birthweight,Raw data,2013/14,88.79472966408973,2,Argyll and Bute Raw data,4.06731295480347,Yes
Clackmannanshire,Healthy Birthweight,Raw data,2013/14,88.64264597963513,3,Clackmannanshire Raw data,0.6597060247332198,Yes
Dumfries and Galloway,Healthy Birthweight,Raw data,2013/14,90.09992306089482,3,Dumfries and Galloway Raw data,1.7962146989317418,Yes
Dundee City,Healthy Birthweight,Raw data,2013/14,90.020025777863,4,Dundee City Raw data,-0.2483594012793966,Yes
East Ayrshire,Healthy Birthweight,Raw data,2013/14,89.19813542500373,4,East Ayrshire Raw data,1.3741056723695522,Yes
East Dunbartonshire,Healthy Birthweight,Raw data,2013/14,88.99052870452932,1,East Dunbartonshire Raw data,0.7881438132568253,Yes
East Lothian,Healthy Birthweight,Raw data,2013/14,90.38480966890705,2,East Lothian Raw data,0.23712279458600882,Yes
East Renfrewshire,Healthy Birthweight,Raw data,2013/14,88.99558202623184,1,East Renfrewshire Raw data,1.7680489028360835,Yes
"Edinburgh, City of",Healthy Birthweight,Raw data,2013/14,90.43217204211551,1,"Edinburgh, City of Raw data",1.3693459640768069,Yes
Eilean Siar,Healthy Birthweight,Raw data,2013/14,86.66904986499368,4,Eilean Siar Raw data,0.26125517142523424,Yes
Falkirk,Healthy Birthweight,Raw data,2013/14,89.24985261175817,3,Falkirk Raw data,2.1973441388216663,Yes
Fife,Healthy Birthweight,Raw data,2013/14,89.0635438019391,3,Fife Raw data,1.1548143614358297,Yes
Glasgow City,Healthy Birthweight,Raw data,2013/14,89.57935496321959,4,Glasgow City Raw data,1.8408097278268087,Yes
Highland,Healthy Birthweight,Raw data,2013/14,89.47389516431623,2,Highland Raw data,-0.1296296781938877,Yes
Inverclyde,Healthy Birthweight,Raw data,2013/14,91.38409372442311,4,Inverclyde Raw data,1.0562323296468445,Yes
Midlothian,Healthy Birthweight,Raw data,2013/14,89.10649894740057,2,Midlothian Raw data,0.7001833015459313,Yes
Moray,Healthy Birthweight,Raw data,2013/14,90.1832337691601,2,Moray Raw data,-0.4440934028451804,Yes
North Ayrshire,Healthy Birthweight,Raw data,2013/14,88.49808540631678,4,North Ayrshire Raw data,1.3620969210043965,Yes
North Lanarkshire,Healthy Birthweight,Raw data,2013/14,89.21993697014544,4,North Lanarkshire Raw data,2.226428290588256,Yes
Orkney Islands,Healthy Birthweight,Raw data,2013/14,87.79652396827358,1,Orkney Islands Raw data,1.4535535212982786,Yes
Perth and Kinross,Healthy Birthweight,Raw data,2013/14,88.74430912898153,1,Perth and Kinross Raw data,-0.2820527248064586,Yes
Renfrewshire,Healthy Birthweight,Raw data,2013/14,89.70145878125855,3,Renfrewshire Raw data,1.3830050650417869,Yes
Scotland,Healthy Birthweight,Raw data,2013/14,89.61409802109387,NA,Scotland Raw data,1.2990736575234196,Yes
Scottish Borders,Healthy Birthweight,Raw data,2013/14,89.75133535940849,2,Scottish Borders Raw data,1.76491570750692,Yes
Shetland Islands,Healthy Birthweight,Raw data,2013/14,89.13559322033898,1,Shetland Islands Raw data,-1.390770352845383,Yes
South Ayrshire,Healthy Birthweight,Raw data,2013/14,89.26974263919647,3,South Ayrshire Raw data,0.880680429145575,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2013/14,89.57678203237383,3,South Lanarkshire Raw data,1.7832369682411642,Yes
Stirling,Healthy Birthweight,Raw data,2013/14,88.1392524781577,2,Stirling Raw data,0.08343732010474003,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2013/14,89.46140929211263,4,West Dunbartonshire Raw data,1.7762968012885239,Yes
West Lothian,Healthy Birthweight,Raw data,2013/14,90.53762839564384,3,West Lothian Raw data,1.6623292361035436,Yes
Aberdeen City,Healthy Birthweight,Raw data,2014/15,90.38284580051324,1,Aberdeen City Raw data,0.33250353133649213,Yes
Aberdeenshire,Healthy Birthweight,Raw data,2014/15,89.98726922775204,1,Aberdeenshire Raw data,1.6533336622025274,Yes
Angus,Healthy Birthweight,Raw data,2014/15,89.52393145190284,2,Angus Raw data,0.6645328557744135,Yes
Argyll and Bute,Healthy Birthweight,Raw data,2014/15,89.364145859946575,2,Argyll and Bute Raw data,4.06731295480347,Yes
Clackmannanshire,Healthy Birthweight,Raw data,2014/15,88.83928800901738,3,Clackmannanshire Raw data,0.6597060247332198,Yes
Dumfries and Galloway,Healthy Birthweight,Raw data,2014/15,90.54539016866374,3,Dumfries and Galloway Raw data,1.7962146989317418,Yes
Dundee City,Healthy Birthweight,Raw data,2014/15,89.91397573941315,4,Dundee City Raw data,-0.2483594012793966,Yes
East Ayrshire,Healthy Birthweight,Raw data,2014/15,89.42758673061398,4,East Ayrshire Raw data,1.3741056723695522,Yes
East Dunbartonshire,Healthy Birthweight,Raw data,2014/15,88.95437748567342,1,East Dunbartonshire Raw data,0.7881438132568253,Yes
East Lothian,Healthy Birthweight,Raw data,2014/15,90.22802694775692,2,East Lothian Raw data,0.23712279458600882,Yes
East Renfrewshire,Healthy Birthweight,Raw data,2014/15,89.04906307205601,1,East Renfrewshire Raw data,1.7680489028360835,Yes
"Edinburgh, City of",Healthy Birthweight,Raw data,2014/15,90.58506360530095,1,"Edinburgh, City of Raw data",1.3693459640768069,Yes
Eilean Siar,Healthy Birthweight,Raw data,2014/15,86.97763706799083,4,Eilean Siar Raw data,0.26125517142523424,Yes
Falkirk,Healthy Birthweight,Raw data,2014/15,89.64800062116082,3,Falkirk Raw data,2.1973441388216663,Yes
Fife,Healthy Birthweight,Raw data,2014/15,89.28594906144049,3,Fife Raw data,1.1548143614358297,Yes
Glasgow City,Healthy Birthweight,Raw data,2014/15,89.79676893251742,4,Glasgow City Raw data,1.8408097278268087,Yes
Highland,Healthy Birthweight,Raw data,2014/15,89.68445526045913,2,Highland Raw data,-0.1296296781938877,Yes
Inverclyde,Healthy Birthweight,Raw data,2014/15,91.81555740324238,4,Inverclyde Raw data,1.0562323296468445,Yes
Midlothian,Healthy Birthweight,Raw data,2014/15,89.77728017927105,2,Midlothian Raw data,0.7001833015459313,Yes
Moray,Healthy Birthweight,Raw data,2014/15,90.59072210554469,2,Moray Raw data,-0.4440934028451804,Yes
North Ayrshire,Healthy Birthweight,Raw data,2014/15,88.84168625395819,4,North Ayrshire Raw data,1.3620969210043965,Yes
North Lanarkshire,Healthy Birthweight,Raw data,2014/15,89.40479868000979,4,North Lanarkshire Raw data,2.226428290588256,Yes
Orkney Islands,Healthy Birthweight,Raw data,2014/15,89.45332870200139,1,Orkney Islands Raw data,1.4535535212982786,Yes
Perth and Kinross,Healthy Birthweight,Raw data,2014/15,89.15384879085764,1,Perth and Kinross Raw data,-0.2820527248064586,Yes
Renfrewshire,Healthy Birthweight,Raw data,2014/15,90.26027887431506,3,Renfrewshire Raw data,1.3830050650417869,Yes
Scotland,Healthy Birthweight,Raw data,2014/15,89.81387406031091,NA,Scotland Raw data,1.2990736575234196,Yes
Scottish Borders,Healthy Birthweight,Raw data,2014/15,89.68708743801771,2,Scottish Borders Raw data,1.76491570750692,Yes
Shetland Islands,Healthy Birthweight,Raw data,2014/15,88.97814207650272,1,Shetland Islands Raw data,-1.390770352845383,Yes
South Ayrshire,Healthy Birthweight,Raw data,2014/15,89.38043538662221,3,South Ayrshire Raw data,0.880680429145575,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2014/15,89.89029693547697,3,South Lanarkshire Raw data,1.7832369682411642,Yes
Stirling,Healthy Birthweight,Raw data,2014/15,88.15319304327937,2,Stirling Raw data,0.08343732010474003,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2014/15,89.52894900557709,4,West Dunbartonshire Raw data,1.7762968012885239,Yes
West Lothian,Healthy Birthweight,Raw data,2014/15,90.56091291728733,3,West Lothian Raw data,1.6623292361035436,Yes
Aberdeen City,Healthy Birthweight,Raw data,2015/16,90.39441767242322,1,Aberdeen City Raw data,0.33250353133649213,Yes
Aberdeenshire,Healthy Birthweight,Raw data,2015/16,90.53570837890165,1,Aberdeenshire Raw data,1.6533336622025274,Yes
Angus,Healthy Birthweight,Raw data,2015/16,90.12367808221079,2,Angus Raw data,0.6645328557744135,Yes
Argyll and Bute,Healthy Birthweight,Raw data,2015/16,89.82211887243771,2,Argyll and Bute Raw data,4.06731295480347,Yes
Clackmannanshire,Healthy Birthweight,Raw data,2015/16,89.80077570830996,3,Clackmannanshire Raw data,0.6597060247332198,Yes
Dumfries and Galloway,Healthy Birthweight,Raw data,2015/16,90.77953791532828,3,Dumfries and Galloway Raw data,1.7962146989317418,Yes
Dundee City,Healthy Birthweight,Raw data,2015/16,89.76663224749888,4,Dundee City Raw data,-0.2483594012793966,Yes
East Ayrshire,Healthy Birthweight,Raw data,2015/16,89.80541548391717,4,East Ayrshire Raw data,1.3741056723695522,Yes
East Dunbartonshire,Healthy Birthweight,Raw data,2015/16,88.92856229345291,1,East Dunbartonshire Raw data,0.7881438132568253,Yes
East Lothian,Healthy Birthweight,Raw data,2015/16,90.13180167933906,2,East Lothian Raw data,0.23712279458600882,Yes
East Renfrewshire,Healthy Birthweight,Raw data,2015/16,89.24744028682666,1,East Renfrewshire Raw data,1.7680489028360835,Yes
"Edinburgh, City of",Healthy Birthweight,Raw data,2015/16,90.72627726839498,1,"Edinburgh, City of Raw data",1.3693459640768069,Yes
Eilean Siar,Healthy Birthweight,Raw data,2015/16,88.4895531283093,4,Eilean Siar Raw data,0.26125517142523424,Yes
Falkirk,Healthy Birthweight,Raw data,2015/16,89.89072235863723,3,Falkirk Raw data,2.1973441388216663,Yes
Fife,Healthy Birthweight,Raw data,2015/16,89.39142068990732,3,Fife Raw data,1.1548143614358297,Yes
Glasgow City,Healthy Birthweight,Raw data,2015/16,90.21395027809224,4,Glasgow City Raw data,1.8408097278268087,Yes
Highland,Healthy Birthweight,Raw data,2015/16,89.87991798311089,2,Highland Raw data,-0.1296296781938877,Yes
Inverclyde,Healthy Birthweight,Raw data,2015/16,91.28199598258418,4,Inverclyde Raw data,1.0562323296468445,Yes
Midlothian,Healthy Birthweight,Raw data,2015/16,89.83965382621574,2,Midlothian Raw data,0.7001833015459313,Yes
Moray,Healthy Birthweight,Raw data,2015/16,89.34128444700218,2,Moray Raw data,-0.4440934028451804,Yes
North Ayrshire,Healthy Birthweight,Raw data,2015/16,89.3388978332846,4,North Ayrshire Raw data,1.3620969210043965,Yes
North Lanarkshire,Healthy Birthweight,Raw data,2015/16,89.84697606873148,4,North Lanarkshire Raw data,2.226428290588256,Yes
Orkney Islands,Healthy Birthweight,Raw data,2015/16,90.58432754962787,1,Orkney Islands Raw data,1.4535535212982786,Yes
Perth and Kinross,Healthy Birthweight,Raw data,2015/16,88.64742916785963,1,Perth and Kinross Raw data,-0.2820527248064586,Yes
Renfrewshire,Healthy Birthweight,Raw data,2015/16,90.19051236506358,3,Renfrewshire Raw data,1.3830050650417869,Yes
Scotland,Healthy Birthweight,Raw data,2015/16,89.99900134571443,NA,Scotland Raw data,1.2990736575234196,Yes
Scottish Borders,Healthy Birthweight,Raw data,2015/16,90.11838421834534,2,Scottish Borders Raw data,1.76491570750692,Yes
Shetland Islands,Healthy Birthweight,Raw data,2015/16,89.3787680545935,1,Shetland Islands Raw data,-1.390770352845383,Yes
South Ayrshire,Healthy Birthweight,Raw data,2015/16,88.89708917719072,3,South Ayrshire Raw data,0.880680429145575,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2015/16,90.1684345713018,3,South Lanarkshire Raw data,1.7832369682411642,Yes
Stirling,Healthy Birthweight,Raw data,2015/16,88.38176188311472,2,Stirling Raw data,0.08343732010474003,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2015/16,89.54122838990764,4,West Dunbartonshire Raw data,1.7762968012885239,Yes
West Lothian,Healthy Birthweight,Raw data,2015/16,90.5864243723393,3,West Lothian Raw data,1.6623292361035436,Yes
Aberdeen City,Healthy Birthweight,Imputed,2016/17,90.3544234493794,1,Aberdeen City Imputed,0.33250353133649213,Yes
Aberdeenshire,Healthy Birthweight,Imputed,2016/17,91.02315911270675,1,Aberdeenshire Imputed,1.6533336622025274,Yes
Angus,Healthy Birthweight,Imputed,2016/17,90.42516755258372,2,Angus Imputed,0.6645328557744135,Yes
Argyll and Bute,Healthy Birthweight,Imputed,2016/17,91.36761777562809,2,Argyll and Bute Imputed,4.06731295480347,Yes
Clackmannanshire,Healthy Birthweight,Imputed,2016/17,89.85468664533175,3,Clackmannanshire Imputed,0.6597060247332198,Yes
Dumfries and Galloway,Healthy Birthweight,Imputed,2016/17,90.34730031531147,3,Dumfries and Galloway Imputed,1.7962146989317418,Yes
Dundee City,Healthy Birthweight,Imputed,2016/17,89.85156127102952,4,Dundee City Imputed,-0.2483594012793966,Yes
East Ayrshire,Healthy Birthweight,Imputed,2016/17,89.88169834590671,4,East Ayrshire Imputed,1.3741056723695522,Yes
East Dunbartonshire,Healthy Birthweight,Imputed,2016/17,89.54060177456081,1,East Dunbartonshire Imputed,0.7881438132568253,Yes
East Lothian,Healthy Birthweight,Imputed,2016/17,89.79145935882279,2,East Lothian Imputed,0.23712279458600882,Yes
East Renfrewshire,Healthy Birthweight,Imputed,2016/17,90.06915078265881,1,East Renfrewshire Imputed,1.7680489028360835,Yes
"Edinburgh, City of",Healthy Birthweight,Imputed,2016/17,90.59096615288718,1,"Edinburgh, City of Imputed",1.3693459640768069,Yes
Eilean Siar,Healthy Birthweight,Imputed,2016/17,88.42293546642408,4,Eilean Siar Imputed,0.26125517142523424,Yes
Falkirk,Healthy Birthweight,Imputed,2016/17,90.21797550347829,3,Falkirk Imputed,2.1973441388216663,Yes
Fife,Healthy Birthweight,Imputed,2016/17,89.41436256142948,3,Fife Imputed,1.1548143614358297,Yes
Glasgow City,Healthy Birthweight,Imputed,2016/17,90.26674087137354,4,Glasgow City Imputed,1.8408097278268087,Yes
Highland,Healthy Birthweight,Imputed,2016/17,89.98516794742643,2,Highland Imputed,-0.1296296781938877,Yes
Inverclyde,Healthy Birthweight,Imputed,2016/17,90.07730413544465,4,Inverclyde Imputed,1.0562323296468445,Yes
Midlothian,Healthy Birthweight,Imputed,2016/17,90.09316820240223,2,Midlothian Imputed,0.7001833015459313,Yes
Moray,Healthy Birthweight,Imputed,2016/17,88.75252090221875,2,Moray Imputed,-0.4440934028451804,Yes
North Ayrshire,Healthy Birthweight,Imputed,2016/17,89.39051852933572,4,North Ayrshire Imputed,1.3620969210043965,Yes
North Lanarkshire,Healthy Birthweight,Imputed,2016/17,90.1799206409372,4,North Lanarkshire Imputed,2.226428290588256,Yes
Orkney Islands,Healthy Birthweight,Imputed,2016/17,90.19391366486029,1,Orkney Islands Imputed,1.4535535212982786,Yes
Perth and Kinross,Healthy Birthweight,Imputed,2016/17,88.82905956163269,1,Perth and Kinross Imputed,-0.2820527248064586,Yes
Renfrewshire,Healthy Birthweight,Imputed,2016/17,90.20074855506982,3,Renfrewshire Imputed,1.3830050650417869,Yes
Scotland,Healthy Birthweight,Imputed,2016/17,90.06198808561335,NA,Scotland Imputed,1.2990736575234196,Yes
Scottish Borders,Healthy Birthweight,Imputed,2016/17,90.44915961636178,2,Scottish Borders Imputed,1.76491570750692,Yes
Shetland Islands,Healthy Birthweight,Imputed,2016/17,89.10603328519363,1,Shetland Islands Imputed,-1.390770352845383,Yes
South Ayrshire,Healthy Birthweight,Imputed,2016/17,88.88057041475263,3,South Ayrshire Imputed,0.880680429145575,Yes
South Lanarkshire,Healthy Birthweight,Imputed,2016/17,90.025847259243,3,South Lanarkshire Imputed,1.7832369682411642,Yes
Stirling,Healthy Birthweight,Imputed,2016/17,88.91243075045918,2,Stirling Imputed,0.08343732010474003,Yes
West Dunbartonshire,Healthy Birthweight,Imputed,2016/17,89.89035808317811,4,West Dunbartonshire Imputed,1.7762968012885239,Yes
West Lothian,Healthy Birthweight,Imputed,2016/17,90.1631636621147,3,West Lothian Imputed,1.6623292361035436,Yes
Aberdeen City,Primary 1 Body Mass Index,Raw data,2006/07,NA,1,Aberdeen City Raw data,NA,Yes
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2006/07,NA,1,Aberdeenshire Raw data,NA,Yes
Angus,Primary 1 Body Mass Index,Raw data,2006/07,84.35184674329501,2,Angus Raw data,0.4990392259119014,Yes
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2006/07,NA,2,Argyll and Bute Raw data,NA,Yes
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2006/07,80.68231338742393,3,Clackmannanshire Raw data,2.879260040892939,Yes
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2006/07,83.9454463352922,3,Dumfries and Galloway Raw data,-3.6823196059688423,Yes
Dundee City,Primary 1 Body Mass Index,Raw data,2006/07,82.11953651021447,4,Dundee City Raw data,0.697848044497329,Yes
East Ayrshire,Primary 1 Body Mass Index,Raw data,2006/07,NA,4,East Ayrshire Raw data,NA,Yes
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2006/07,NA,1,East Dunbartonshire Raw data,NA,Yes
East Lothian,Primary 1 Body Mass Index,Raw data,2006/07,83.48181885985154,2,East Lothian Raw data,1.7083429709957354,Yes
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2006/07,NA,1,East Renfrewshire Raw data,NA,Yes
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2006/07,82.88744320389127,1,"Edinburgh, City of Raw data",2.7497839937938418,Yes
Eilean Siar,Primary 1 Body Mass Index,Raw data,2006/07,82.24236951605609,4,Eilean Siar Raw data,3.7446753884167183,Yes
Falkirk,Primary 1 Body Mass Index,Raw data,2006/07,85.0809268292683,3,Falkirk Raw data,0.8853846716057268,Yes
Fife,Primary 1 Body Mass Index,Raw data,2006/07,81.86556223736545,3,Fife Raw data,2.309449505424621,Yes
Glasgow City,Primary 1 Body Mass Index,Raw data,2006/07,NA,4,Glasgow City Raw data,NA,Yes
Highland,Primary 1 Body Mass Index,Raw data,2006/07,NA,2,Highland Raw data,NA,Yes
Inverclyde,Primary 1 Body Mass Index,Raw data,2006/07,NA,4,Inverclyde Raw data,NA,Yes
Midlothian,Primary 1 Body Mass Index,Raw data,2006/07,82.07618813111736,2,Midlothian Raw data,1.7732943306249638,Yes
Moray,Primary 1 Body Mass Index,Raw data,2006/07,NA,2,Moray Raw data,NA,Yes
North Ayrshire,Primary 1 Body Mass Index,Raw data,2006/07,NA,4,North Ayrshire Raw data,NA,Yes
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2006/07,84.00883571260142,4,North Lanarkshire Raw data,0.8142505055379834,Yes
Orkney Islands,Primary 1 Body Mass Index,Raw data,2006/07,NA,1,Orkney Islands Raw data,NA,Yes
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2006/07,85.8989166027144,1,Perth and Kinross Raw data,-3.6217248063447727,Yes
Renfrewshire,Primary 1 Body Mass Index,Raw data,2006/07,85.296,3,Renfrewshire Raw data,0.016365164111009634,Yes
