InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,CPPScore,TypeScore,Strategic Area
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,89.65517241379311,Participation Rate (%),Yes,0.05588053656452558,0.5909912913576955,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2021/22,91.83673469387756,Participation Rate (%),Yes,-0.3584797999649306,-0.755669047404941,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,89.28571428571429,Participation Rate (%),Yes,-0.08633038745713424,-0.6685081747607918,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Participation Rate,Raw data,2021/22,92.94117647058825,Participation Rate (%),Yes,0.64899069676729,0.16301493118698154,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Participation Rate,Raw data,2021/22,90.0990099009901,Participation Rate (%),Yes,0.07726955787787587,-1.2912109187230385,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Participation Rate,Raw data,2021/22,88.68778280542986,Participation Rate (%),Yes,-0.20660837205617957,-1.0513234045099398,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,92.91338582677166,Participation Rate (%),Yes,0.6434004197218685,1.3736928796644268,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Participation Rate,Raw data,2021/22,95.2941176470588,Participation Rate (%),Yes,1.1223008199462219,1.1027052304777936,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,91.66666666666666,Participation Rate (%),Yes,0.3926143800453606,0.028773494099467563,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.04950495049503,Participation Rate (%),Yes,1.0730953120909876,-0.07899935907934282,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Participation Rate,Raw data,2021/22,90.17857142857144,Participation Rate (%),Yes,0.09327390035630453,-1.023157989727573,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,86.29032258064517,Participation Rate (%),Yes,-0.6888738046376962,0.06351065346391022,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,85.99221789883269,Participation Rate (%),Yes,-0.7488395891969707,-0.9651411233634638,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.23809523809524,Participation Rate (%),Yes,1.11103153129911,0.021965733249281878,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Participation Rate,Raw data,2021/22,91.57088122605364,Participation Rate (%),Yes,0.3733464870998604,-0.8621579060016313,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,85.5,Participation Rate (%),Yes,-0.8478525677861072,-1.1086482580873158,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Participation Rate,Raw data,2021/22,91.01123595505618,Participation Rate (%),Yes,0.26077003393512416,-0.16395724029462083,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,74.54545454545455,Participation Rate (%),Yes,-3.0514339026316906,-3.0647739079720853,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,88.88888888888889,Participation Rate (%),Yes,-0.1661545153742191,0.4069114733670358,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2021/22,90.1639344262295,Participation Rate (%),Yes,0.5380189702647985,-0.27123107267394875,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Participation Rate,Raw data,2021/22,90.9090909090909,Participation Rate (%),Yes,-0.1821004018202509,-0.6667645061215939,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Participation Rate,Raw data,2021/22,89.31297709923665,Participation Rate (%),Yes,-0.6547276460277226,-0.14581828272397188,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,90.2777777777778,Participation Rate (%),Yes,-0.3690393178564125,1.125582572469962,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Participation Rate,Raw data,2021/22,94.28571428571428,Participation Rate (%),Yes,0.8177557433789135,0.45507322049440047,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,92.42424242424242,Participation Rate (%),Yes,0.2665529966665545,0.5420651381663584,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,86.09271523178808,Participation Rate (%),Yes,-1.608283390387579,0.010877280589584874,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Participation Rate,Raw data,2021/22,94.16666666666669,Participation Rate (%),Yes,0.7825044049263868,0.5680822266977873,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Participation Rate,Raw data,2021/22,93.04029304029304,Participation Rate (%),Yes,0.44897251033701335,0.36962727027379344,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,94.02985074626866,Participation Rate (%),Yes,0.741991672674963,0.9522814885511254,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.13888888888889,Participation Rate (%),Yes,1.0703903356220803,-0.031146112194419873,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,92.5,Participation Rate (%),Yes,0.2889856665908954,1.7174788329497308,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,83.69565217391305,Participation Rate (%),Yes,-2.318080712007431,-0.8406294670370367,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Participation Rate,Raw data,2021/22,90.52631578947368,Participation Rate (%),Yes,-0.2954444182800744,0.12196804426103626,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Participation Rate,Raw data,2021/22,94.9367088607595,Participation Rate (%),Yes,1.0105225561826505,0.6964030404697867,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Participation Rate,Raw data,2021/22,93.28358208955224,Participation Rate (%),Yes,1.0281464738345374,0.18591883801999354,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,81.99052132701422,Participation Rate (%),Yes,-0.7461050688248533,-2.123642887086107,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,86.52173913043478,Participation Rate (%),Yes,-0.03420593475539214,0.12514921915903213,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,73.94957983193278,Participation Rate (%),Yes,-2.0094165086612796,-3.223487114563681,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,79.56204379562044,Participation Rate (%),Yes,-1.1276429084761062,-2.839871529380581,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Participation Rate,Raw data,2021/22,86.95652173913044,Participation Rate (%),Yes,0.03410271339770369,-1.3631391688103789,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,88.65248226950354,Participation Rate (%),Yes,0.30055488704452726,-0.18953560729366029,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,91.0891089108911,Participation Rate (%),Yes,0.68337303247663,-0.21473894929005202,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,96.1904761904762,Participation Rate (%),Yes,1.4848482884586807,0.8707931418784643,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,85.77405857740585,Participation Rate (%),Yes,-0.15167394475925103,-0.3413460294694647,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,91.95402298850574,Participation Rate (%),Yes,-0.37232489296951954,-0.9433431637003344,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,94.52054794520548,Participation Rate (%),Yes,0.39183538415579616,0.1556955559903336,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2021/22,93.33333333333331,Participation Rate (%),Yes,0.03835265473708708,0.7944585060254999,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,89.10891089108911,Participation Rate (%),Yes,-1.219432045829688,-2.1616786210504286,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Participation Rate,Raw data,2021/22,90.13157894736842,Participation Rate (%),Yes,-0.9149416089634484,-1.2704565151029505,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,90.32258064516128,Participation Rate (%),Yes,-0.8580725300418556,0.09850329830378408,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,94.9640287769784,Participation Rate (%),Yes,0.5238779089801533,-0.7425540991597857,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,93.69369369369367,Participation Rate (%),Yes,0.1456467888225979,-0.6330424836961909,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,94.3661971830986,Participation Rate (%),Yes,0.3458787996159909,0.08959938828061027,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Participation Rate,Raw data,2021/22,98.96907216494846,Participation Rate (%),Yes,1.7163444218269905,1.5429712533050033,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,94.5945945945946,Participation Rate (%),Yes,0.4138821240363813,-1.073457138503483,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Participation Rate,Raw data,2021/22,95.58823529411764,Participation Rate (%),Yes,0.7097299202280439,0.4627186800194859,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Participation Rate,Raw data,2021/22,93.10344827586206,Participation Rate (%),Yes,-0.030093603214010493,0.9028896796406312,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Participation Rate,Raw data,2021/22,83.33333333333334,Participation Rate (%),Yes,-2.939059566135831,-2.6135557125599598,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Participation Rate,Raw data,2021/22,95.37037037037037,Participation Rate (%),Yes,0.6448625515815767,0.5753174801289526,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Participation Rate,Raw data,2021/22,95.18072289156626,Participation Rate (%),Yes,0.5883966794766686,1.0274330200689163,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,91.26984126984128,Participation Rate (%),Yes,-0.5760339940144606,-0.17461779168486488,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,96.36363636363636,Participation Rate (%),Yes,0.940598782274342,0.9449438858696971,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Participation Rate,Raw data,2021/22,91.71974522292994,Participation Rate (%),Yes,-0.4420790411999376,-0.22009136379049207,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,96.20253164556962,Participation Rate (%),Yes,0.8926312666331225,0.3667757435967923,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Out of Work Benefits,Raw data,2021/22,14.193121693121691,Out of Work Benefits (%),No,-0.35014351050860787,-1.559351680221963,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Out of Work Benefits,Raw data,2021/22,21.505271378367823,Out of Work Benefits (%),No,-1.6262433591640921,-1.0446643712656243,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Out of Work Benefits,Raw data,2021/22,10.511844331641289,Out of Work Benefits (%),No,0.2923047004904911,0.07895436394450689,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Out of Work Benefits,Raw data,2021/22,18.376537785588752,Out of Work Benefits (%),No,-1.0802238387644205,-1.9664194286582757,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Out of Work Benefits,Raw data,2021/22,8.719931271477662,Out of Work Benefits (%),No,0.6050253207333217,-1.3343336298355206,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,5.412705272255834,Out of Work Benefits (%),No,1.1821949327821482,1.3543344330243527,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,10.116688683399383,Out of Work Benefits (%),No,0.3477273703535658,-1.5411219555608995,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Out of Work Benefits,Raw data,2021/22,23.289473684210527,Out of Work Benefits (%),No,-1.14815176596908,-0.655659182660969,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Out of Work Benefits,Raw data,2021/22,18.46629986244842,Out of Work Benefits (%),No,-0.6004403222320704,0.020799460627737933,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Out of Work Benefits,Raw data,2021/22,12.707051585423567,Out of Work Benefits (%),No,0.05357014996292289,1.2008791659064115,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Out of Work Benefits,Raw data,2021/22,18.040249161475803,Out of Work Benefits (%),No,-0.552058726801694,0.7397711643184012,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,3.663556531284303,Out of Work Benefits (%),No,1.0805341192443578,1.1964712051042883,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Out of Work Benefits,Raw data,2021/22,10.866983372921617,Out of Work Benefits (%),No,0.26252517718933555,-0.18839065937064767,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Out of Work Benefits,Raw data,2021/22,6.301579816081112,Out of Work Benefits (%),No,0.7809646665722094,0.4117655190086387,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Out of Work Benefits,Raw data,2021/22,27.639999999999997,Out of Work Benefits (%),No,-1.64219016008326,0.14853804103002444,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Out of Work Benefits,Raw data,2021/22,31.275303643724698,Out of Work Benefits (%),No,-2.0550090798872818,-0.4383329476594191,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Out of Work Benefits,Raw data,2021/22,17.404171364148816,Out of Work Benefits (%),No,-0.47982681031319796,0.49987499952740605,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Out of Work Benefits,Raw data,2021/22,4.009259259259259,Out of Work Benefits (%),No,1.0412767034347383,0.9898907127427916,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Out of Work Benefits,Raw data,2021/22,3.2651072124756335,Out of Work Benefits (%),No,1.1257813485015844,1.1775664917406952,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,4.495760821062026,Out of Work Benefits (%),No,0.9860304107149888,0.8998680508884908,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Out of Work Benefits,Raw data,2021/22,6.528239202657807,Out of Work Benefits (%),No,0.7552256108288045,1.073996596461208,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Out of Work Benefits,Raw data,2021/22,12.513199577613516,Out of Work Benefits (%),No,-0.05696729699666812,1.644260153874367,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Out of Work Benefits,Raw data,2021/22,17.488012786361214,Out of Work Benefits (%),No,-0.9251604626236585,1.2663612207479604,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Out of Work Benefits,Raw data,2021/22,20.92860475968269,Out of Work Benefits (%),No,-1.525604803266696,0.7796761045830536,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,10.681818181818182,Out of Work Benefits (%),No,0.26264124804178457,-0.5075157663254402,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Out of Work Benefits,Raw data,2021/22,13.216715257531582,Out of Work Benefits (%),No,-0.1797432645731559,0.17797096773770818,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Out of Work Benefits,Raw data,2021/22,16.9004764425622,Out of Work Benefits (%),No,-0.822624946848549,-0.12055926437366173,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Out of Work Benefits,Raw data,2021/22,2.8797289666854886,Out of Work Benefits (%),No,1.6242442369297618,1.4258836904612426,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Out of Work Benefits,Raw data,2021/22,5.364413680781759,Out of Work Benefits (%),No,1.190622672260149,1.1578894195041838,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Out of Work Benefits,Raw data,2021/22,6.323427781617139,Out of Work Benefits (%),No,1.023257697305686,2.6576365835090203,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Out of Work Benefits,Raw data,2021/22,12.790963030579643,Out of Work Benefits (%),No,0.044041308484076405,-0.5875329497103229,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Out of Work Benefits,Raw data,2021/22,22.659476824231295,Out of Work Benefits (%),No,0.28119832194764166,-0.46049308688945767,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Out of Work Benefits,Raw data,2021/22,26.340262582056894,Out of Work Benefits (%),No,-0.37323139323275784,0.01417605797789665,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Out of Work Benefits,Raw data,2021/22,14.787735849056604,Out of Work Benefits (%),No,1.6807639427950416,0.5452107705223583,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Out of Work Benefits,Raw data,2021/22,26.220642768850432,Out of Work Benefits (%),No,-0.3519634451811215,-1.6016080554683725,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Out of Work Benefits,Raw data,2021/22,18.757815756565236,Out of Work Benefits (%),No,0.9748988275569479,0.24753405955795305,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Out of Work Benefits,Raw data,2021/22,30.08928571428571,Out of Work Benefits (%),No,-1.0397934541766707,-2.288762838031882,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Out of Work Benefits,Raw data,2021/22,33.523359288097886,Out of Work Benefits (%),No,-1.6503586809194657,-2.4641492014589277,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Out of Work Benefits,Raw data,2021/22,22.71744659206511,Out of Work Benefits (%),No,0.2708915175997113,-0.6387410169458599,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Out of Work Benefits,Raw data,2021/22,19.715007215007216,Out of Work Benefits (%),No,0.8047138250233188,-1.0074784897374618,Cowdenbeath
