InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,CPPScore,TypeScore,Strategic Area
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Early Mortality,Raw data,2021/22,365.8,"Early Mortality, per 100,000",No,-0.2967986450629708,0.8044890470183738,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,336.3,"Early Mortality, per 100,000",No,0.0047532760445763355,-0.10300429184549398,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Early Mortality,Raw data,2021/22,333.1,"Early Mortality, per 100,000",No,0.03746399291047964,0.008313876308993523,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Early Mortality,Raw data,2021/22,633.7,"Early Mortality, per 100,000",No,-3.035298972680323,-1.650450749589498,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,278.9,"Early Mortality, per 100,000",No,0.5915017598267193,0.5518516279830383,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Early Mortality,Raw data,2021/22,217,"Early Mortality, per 100,000",No,1.2242496892015384,1.0478212959670412,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,330.6,"Early Mortality, per 100,000",No,0.06301924046196669,-0.033108522378909204,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Early Mortality,Raw data,2021/22,495.3,"Early Mortality, per 100,000",No,-1.6205604682299999,-1.9162509048463678,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,396.6,"Early Mortality, per 100,000",No,-0.6116392948972914,-0.996259478553023,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Early Mortality,Raw data,2021/22,316,"Early Mortality, per 100,000",No,0.21226188616265126,0.831912039906231,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Early Mortality,Raw data,2021/22,395.2,"Early Mortality, per 100,000",No,-0.5973283562684583,1.8433335660492338,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Early Mortality,Raw data,2021/22,346.4,"Early Mortality, per 100,000",No,-0.09848992406343099,0.895034713568187,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Early Mortality,Raw data,2021/22,231.9,"Early Mortality, per 100,000",No,1.0719404137946755,1.052385299284069,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Early Mortality,Raw data,2021/22,322.7,"Early Mortality, per 100,000",No,0.1437738227246661,1.0854125600022657,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Early Mortality,Raw data,2021/22,327.2,"Early Mortality, per 100,000",No,0.09777437713198942,0.5248510694075215,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Early Mortality,Raw data,2021/22,243.7,"Early Mortality, per 100,000",No,0.9513196453516568,1.032495401594114,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Early Mortality,Raw data,2021/22,357.2,"Early Mortality, per 100,000",No,-0.20888859348585515,1.1309115255956919,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Early Mortality,Raw data,2021/22,241.5,"Early Mortality, per 100,000",No,0.9738082631969652,1.0437747833309452,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,95.0952034280812,Depopulation Index,Yes,-0.5575434148791572,-1.0525787637284365,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Depopulation,Raw data,2021/22,100.54643135545274,Depopulation Index,Yes,0.16321451586082084,0.8824622654875096,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Depopulation,Raw data,2021/22,82.73578844896859,Depopulation Index,Yes,-2.191697496159192,-0.8798269386255816,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Depopulation,Raw data,2021/22,97.37222153313128,Depopulation Index,Yes,-0.2564775120184966,-0.4862645619947531,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Depopulation,Raw data,2021/22,101.11709303167449,Depopulation Index,Yes,0.2386670440592735,1.2176260554913272,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Depopulation,Raw data,2021/22,96.6480544109668,Depopulation Index,Yes,-0.3522264338092011,-0.050062767945487495,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Depopulation,Raw data,2021/22,100.53415638159946,Depopulation Index,Yes,0.46544740769576304,-0.4209499336995179,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Depopulation,Raw data,2021/22,93.63608161208408,Depopulation Index,Yes,0.0823332983908158,-1.3788147102926551,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Depopulation,Raw data,2021/22,95.2539863876891,Depopulation Index,Yes,0.17219056549168862,-0.7705486601285328,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Depopulation,Raw data,2021/22,99.47086414033748,Depopulation Index,Yes,0.4063929216901609,-0.3853636710783687,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Depopulation,Raw data,2021/22,98.62966442717494,Depopulation Index,Yes,0.3596732948922501,-1.20598251295136,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Depopulation,Raw data,2021/22,104.5237145872186,Depopulation Index,Yes,0.6870245998161966,0.3031367792457038,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Depopulation,Raw data,2021/22,102.13297671182798,Depopulation Index,Yes,0.5542447384323179,-0.36760279749661934,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Depopulation,Raw data,2021/22,44.279118761925176,Depopulation Index,Yes,-2.6589169043327012,-1.5465717873907034,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,97.24681196189876,Depopulation Index,Yes,0.28287066397909494,-0.4818728895599554,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,90.95018966178397,Depopulation Index,Yes,-0.06683920794037462,-1.3341685208357532,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Depopulation,Raw data,2021/22,103.50719746981105,Depopulation Index,Yes,0.6305679705332133,0.4930151004583412,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Depopulation,Raw data,2021/22,93.75572472592263,Depopulation Index,Yes,0.08897819084621411,1.3306064002842084,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Depopulation,Raw data,2021/22,51.78940396219254,Depopulation Index,Yes,-2.24180106820953,-1.109831466578263,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Depopulation,Raw data,2021/22,105.40516380628206,Depopulation Index,Yes,0.7359796552109878,0.29645004938760455,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Depopulation,Raw data,2021/22,104.9236724867584,Depopulation Index,Yes,0.7092379737736425,0.2634815083973564,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Depopulation,Raw data,2021/22,98.18007387907336,Depopulation Index,Yes,-0.14966378253178858,-0.3408297085311077,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,104.8964015140095,Depopulation Index,Yes,0.7383648364921187,-0.08350578329063364,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,104.94626546698818,Depopulation Index,Yes,0.7449578170180239,-0.07503789785836755,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Depopulation,Raw data,2021/22,99.6499024493532,Depopulation Index,Yes,0.04467602731876313,-0.6610749788507232,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Depopulation,Raw data,2021/22,106.14335583360509,Depopulation Index,Yes,0.9032363529822304,1.0544875950901904,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Depopulation,Raw data,2021/22,105.208304243471,Depopulation Index,Yes,0.7796044193666555,0.6189036729098946,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Depopulation,Raw data,2021/22,106.65121552052284,Depopulation Index,Yes,0.9703852416227375,1.1929105273848495,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Depopulation,Raw data,2021/22,101.740653194863,Depopulation Index,Yes,0.32111377696048704,0.24684634049741253,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Depopulation,Raw data,2021/22,106.04152070082203,Depopulation Index,Yes,0.8897717757238117,1.2311661366168085,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Depopulation,Raw data,2021/22,88.41964027136795,Depopulation Index,Yes,-0.2073841002697339,-0.8789370098626046,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Depopulation,Raw data,2021/22,94.94396618707133,Depopulation Index,Yes,-0.24640998480863355,-0.4270909354120813,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,102.5411642756918,Depopulation Index,Yes,1.0487091848895493,-0.48347164858027836,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Depopulation,Raw data,2021/22,85.46138785110358,Depopulation Index,Yes,-1.8629360826961987,-2.837547796882402,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Depopulation,Raw data,2021/22,103.86070505622904,Depopulation Index,Yes,1.2736556112084925,1.1189821491576393,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Depopulation,Raw data,2021/22,91.93767989085856,Depopulation Index,Yes,-0.7589014278918421,-1.153922098886159,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Depopulation,Raw data,2021/22,97.54489678107616,Depopulation Index,Yes,0.196979147876442,-0.32994743163187884,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Depopulation,Raw data,2021/22,101.04116590402424,Depopulation Index,Yes,0.7929995636579311,0.9177685100648109,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Depopulation,Raw data,2021/22,90.07754697797743,Depopulation Index,Yes,-1.076004360520037,-1.4272666881803464,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Depopulation,Raw data,2021/22,96.65929722502408,Depopulation Index,Yes,0.04600809929509262,-0.8774933992728242,Cowdenbeath
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,99.82631668059524,Depopulation Index,Yes,0.5859002489892061,-0.944506464876706,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Depopulation,Raw data,2021/22,82.01966288629967,Depopulation Index,Yes,-2.2863831680071,-0.9498481907298052,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Depopulation,Raw data,2021/22,84.93985797943459,Depopulation Index,Yes,-1.8899626272546937,-0.2312854972638152,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Depopulation,Raw data,2021/22,103.95851730426544,Depopulation Index,Yes,0.6539124885625317,0.24247207469124224,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Depopulation,Raw data,2021/22,102.6408080410731,Depopulation Index,Yes,0.47765990696544997,0.20893781604980147,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Depopulation,Raw data,2021/22,95.89929844832167,Depopulation Index,Yes,-0.42406288027922867,-0.3244419527073943,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,95.07412275577477,Depopulation Index,Yes,-0.5344357448747193,-1.7515229828911116,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Depopulation,Raw data,2021/22,103.05819871654936,Depopulation Index,Yes,0.5334887503546321,-0.20949000334680146,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Depopulation,Raw data,2021/22,103.11793266359052,Depopulation Index,Yes,0.5414785722896185,0.2530101948536118,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Depopulation,Raw data,2021/22,106.19199685916324,Depopulation Index,Yes,0.9526555789323663,0.5421572615290674,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Depopulation,Raw data,2021/22,110.74477469406924,Depopulation Index,Yes,1.5616205981932385,1.6632657859279845,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,99.74747660690213,Depopulation Index,Yes,0.09065713713352501,-0.14338894521040157,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Depopulation,Raw data,2021/22,106.5080459937882,Depopulation Index,Yes,0.9949293015547761,1.1412163395931336,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Depopulation,Raw data,2021/22,105.74088997291324,Depopulation Index,Yes,0.8923169628971701,0.4775256417330138,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Depopulation,Raw data,2021/22,86.66178714469109,Depopulation Index,Yes,-1.659642882845744,0.2607913453460082,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Depopulation,Raw data,2021/22,99.16195854133495,Depopulation Index,Yes,0.012340111131955689,0.3201207816449722,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Depopulation,Raw data,2021/22,99.1875249777443,Depopulation Index,Yes,0.015759795993598533,-1.4908613090648788,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,87.55016647492816,Depopulation Index,Yes,-1.54081610157805,-1.7943874716120747,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,94.0015551074522,Depopulation Index,Yes,-0.6778989671764118,-1.9336661829746125,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Depopulation,Raw data,2021/22,86.29137165107382,Depopulation Index,Yes,-1.6199176447307186,-1.4576124622669255,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Depopulation,Raw data,2021/22,92.17334522742698,Depopulation Index,Yes,-1.6907194689394727,0.809598312568096,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Depopulation,Raw data,2021/22,101.32052617126124,Depopulation Index,Yes,-0.13634359604494192,0.12037039929693275,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,100.77813443780336,Depopulation Index,Yes,-0.22851195144548203,-0.0038815832075548636,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Depopulation,Raw data,2021/22,101.15129975405952,Depopulation Index,Yes,-0.1651001562977521,-0.7031232496004012,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Depopulation,Raw data,2021/22,106.95296122369676,Depopulation Index,Yes,0.8207732692393901,0.6959216406067823,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,106.31823114305028,Depopulation Index,Yes,0.7129139047843427,0.7460125653808579,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Depopulation,Raw data,2021/22,105.01015706985548,Depopulation Index,Yes,0.4906335331794277,0.7284529447337724,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Depopulation,Raw data,2021/22,101.9162943691935,Depopulation Index,Yes,-0.03510500479044538,-0.2594384343560414,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Depopulation,Raw data,2021/22,100.74255231203976,Depopulation Index,Yes,-0.2345584042414677,-0.7231798035842792,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Depopulation,Raw data,2021/22,100.82633663790142,Depopulation Index,Yes,-0.22032097574346934,-0.22659915063355196,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,104.51211080377108,Depopulation Index,Yes,0.4060007808221425,0.5015404656809975,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,110.32824362524148,Depopulation Index,Yes,1.3943333159227402,0.8389284389567373,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Depopulation,Raw data,2021/22,108.85481924982612,Depopulation Index,Yes,1.1439550503409164,0.5406812762098167,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Depopulation,Raw data,2021/22,88.83530897138905,Depopulation Index,Yes,-2.2579502967859404,-0.8399764388003557,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Depopulation,Raw data,2021/22,103.79772611859424,Depopulation Index,Yes,0.6029866595100819,0.37962225949036427,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Depopulation,Raw data,2021/22,107.97678891628742,Depopulation Index,Yes,1.1336315003831423,0.9298700613671397,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,106.50674476987945,Depopulation Index,Yes,0.9469697104292734,0.7715293159376639,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Depopulation,Raw data,2021/22,102.8599496716558,Depopulation Index,Yes,0.4839106231952313,0.27790791350459343,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Depopulation,Raw data,2021/22,94.17584204958848,Depopulation Index,Yes,-0.6187712771055093,-0.23719331640838945,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Depopulation,Raw data,2021/22,103.4171925397842,Depopulation Index,Yes,0.5546676487294887,-0.09064651121481836,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Depopulation,Raw data,2021/22,85.08666925571758,Depopulation Index,Yes,-1.7728871361765226,-1.2531190666495413,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Depopulation,Raw data,2021/22,103.62698463385809,Depopulation Index,Yes,0.5813064186560178,0.3421133943542727,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,94.45745702832517,Depopulation Index,Yes,-0.583012653027956,-1.2035392247769081,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Depopulation,Raw data,2021/22,101.34160793364713,Depopulation Index,Yes,0.29111615013747283,-0.687180040458575,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,100.80914911686855,Depopulation Index,Yes,0.3649832070038209,0.2999649368949327,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,98.8742134478383,Depopulation Index,Yes,0.07615359761858431,-0.15805220096374867,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Depopulation,Raw data,2021/22,101.86330373871031,Depopulation Index,Yes,0.5223378273829015,0.3649970977360392,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,97.3987801295658,Depopulation Index,Yes,-0.1440856774184965,-0.5073008898750414,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Depopulation,Raw data,2021/22,95.03683025613412,Depopulation Index,Yes,-0.4966560859596147,-0.9088891333240031,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Depopulation,Raw data,2021/22,104.1575457767996,Depopulation Index,Yes,0.8648014256836237,0.6417744337067594,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Depopulation,Raw data,2021/22,104.01673021068302,Depopulation Index,Yes,0.8437817578942577,0.6711456893203106,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Depopulation,Raw data,2021/22,98.37830318976624,Depopulation Index,Yes,0.0021286217903853486,0.27256128869876206,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,101.35341833567249,Depopulation Index,Yes,0.4462267689390524,0.4287984861498771,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Depopulation,Raw data,2021/22,108.27211698457822,Depopulation Index,Yes,1.4789872168453764,1.3337544218276247,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Depopulation,Raw data,2021/22,89.42592770951272,Depopulation Index,Yes,-1.3342006187199704,-2.048827297981982,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Depopulation,Raw data,2021/22,95.90864760091094,Depopulation Index,Yes,-0.3665191169753375,-1.135766573608776,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Depopulation,Raw data,2021/22,98.19613459380145,Depopulation Index,Yes,-0.025063850422987505,-1.4024696015479416,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Depopulation,Raw data,2021/22,85.22797271436649,Depopulation Index,Yes,-1.9608331837563906,-2.629708765824638,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Depopulation,Raw data,2021/22,97.91874072128512,Depopulation Index,Yes,-0.06647068638508602,-1.3206046326864318,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Depopulation,Raw data,2021/22,105.88702777307496,Depopulation Index,Yes,1.122962778238236,0.30453149479913333,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Depopulation,Raw data,2021/22,80.84366430393742,Depopulation Index,Yes,-2.6152828927967366,-0.5236063310537297,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Depopulation,Raw data,2021/22,101.60802126097026,Depopulation Index,Yes,0.4842315794550267,0.4890653492822199,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Depopulation,Raw data,2021/22,102.14024791207969,Depopulation Index,Yes,0.5636775363438108,-0.36352514184048934,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Depopulation,Raw data,2021/22,99.96408552607058,Depopulation Index,Yes,0.23883979523954638,-0.08433599637832931,North East Fife
