CPP,Indicator,Type,Year,value,IndicatorFullName,FG
Stirling,Healthy Birthweight,Raw data,2017/18,90.26542623843922,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2017/18,90.3748823302804,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2017/18,89.17691521557761,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2018/19,90.72741916573754,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2018/19,90.55038835032263,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2018/19,89.56031908839914,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2018/19,90.58081319145612,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2018/19,90.47351359392484,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2018/19,90.28011019923096,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2018/19,90.42019635779371,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2018/19,90.86494556038592,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2018/19,90.53835531404098,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2018/19,89.02955212762868,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2018/19,89.75481923286463,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2018/19,90.71426799802522,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2018/19,89.39651643030867,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2018/19,90.7389708184114,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2018/19,89.73920704104766,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2018/19,90.37221272389316,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2018/19,89.80448428142732,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2018/19,91.68907286377204,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2018/19,89.54524605694168,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2018/19,89.90023601669367,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2018/19,90.5296772937503,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2018/19,90.10660894746496,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2018/19,88.01731233148858,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2018/19,89.73137047333417,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2018/19,89.2864162772997,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2018/19,90.17231239584298,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2018/19,90.64319954515793,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2018/19,87.09165580774193,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2018/19,89.82299847297311,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2018/19,89.83765941707487,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2018/19,90.9254972977169,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2018/19,90.74468681696412,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2018/19,88.72151871183009,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2019/20,91.04415126764911,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2019/20,90.41296072740892,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2019/20,89.6205800093549,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2019/20,90.15329940305033,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2019/20,91.16876535536278,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2019/20,90.85061538707912,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2019/20,89.94774456716011,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2019/20,90.484478550828,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2019/20,89.90413862621523,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2019/20,89.19653809131582,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2019/20,89.21002251808802,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2019/20,90.84282700997493,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2019/20,88.48592306039114,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2019/20,90.26515452576248,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2019/20,90.03364851635222,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2019/20,90.45081592853452,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2019/20,89.95299027534395,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2019/20,91.01152251238774,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2019/20,90.1449868385842,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2019/20,90.75984160119732,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2019/20,90.276782082164,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2019/20,90.37815605488504,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2019/20,86.69196303009137,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2019/20,89.92229134000083,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2019/20,90.16487600572503,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2019/20,90.2389189988914,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2019/20,89.88504458960237,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2019/20,86.48408697983412,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2019/20,90.272866183686,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2019/20,89.75634372606744,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2019/20,90.86335034168034,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2019/20,91.23612546147756,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2019/20,88.63565223047767,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2020/21,91.237258464725,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2020/21,89.87875625469898,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2020/21,89.3014222023922,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2020/21,90.4398866727769,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2020/21,90.74949452202944,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2020/21,90.1641713146994,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2020/21,90.44711576686446,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2020/21,89.9221359362514,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2020/21,89.42371898617893,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2020/21,89.03686777250742,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2020/21,89.96893776298457,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2020/21,90.413249683158,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2020/21,89.5059738440353,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2020/21,89.88812580300788,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2020/21,89.75360328780864,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2020/21,90.8569507737439,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2020/21,89.6338358372599,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2020/21,91.34883392047956,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2020/21,90.0669912013348,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2020/21,89.89393767445688,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2020/21,89.66653078521743,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2020/21,89.72832132293574,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2020/21,85.7866132358527,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2020/21,89.38657295099286,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2020/21,90.35989759656302,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2020/21,90.07487989035543,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2020/21,89.43808032063673,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2020/21,87.66883513731683,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2020/21,90.17339374821913,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2020/21,90.00553640256568,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2020/21,89.59678125562857,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2020/21,90.80680604616776,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2020/21,88.77966159363059,Healthy Birthweight,3
Aberdeen City,Primary 1 Body Mass Index,Raw data,2009/10,85.4304635761589,Primary 1 Body Mass Index,1
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2009/10,85.8959537572254,Primary 1 Body Mass Index,1
Angus,Primary 1 Body Mass Index,Raw data,2009/10,85.36284230625677,Primary 1 Body Mass Index,2
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2009/10,80.24327109453586,Primary 1 Body Mass Index,2
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2009/10,84.7595922595922,Primary 1 Body Mass Index,3
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2009/10,83.40690483632777,Primary 1 Body Mass Index,3
Dundee City,Primary 1 Body Mass Index,Raw data,2009/10,83.22072049625207,Primary 1 Body Mass Index,4
East Ayrshire,Primary 1 Body Mass Index,Raw data,2009/10,85.37156213285577,Primary 1 Body Mass Index,4
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2009/10,86.8387096774193,Primary 1 Body Mass Index,1
East Lothian,Primary 1 Body Mass Index,Raw data,2009/10,86.01696930180066,Primary 1 Body Mass Index,2
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2009/10,86.5900383141762,Primary 1 Body Mass Index,1
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2009/10,83.21120207456376,Primary 1 Body Mass Index,1
Eilean Siar,Primary 1 Body Mass Index,Raw data,2009/10,81.74059588032453,Primary 1 Body Mass Index,4
Falkirk,Primary 1 Body Mass Index,Raw data,2009/10,85.55195516101014,Primary 1 Body Mass Index,3
Fife,Primary 1 Body Mass Index,Raw data,2009/10,84.02859377405547,Primary 1 Body Mass Index,3
Glasgow City,Primary 1 Body Mass Index,Raw data,2009/10,84.6153846153846,Primary 1 Body Mass Index,4
Highland,Primary 1 Body Mass Index,Raw data,2009/10,83.05714313563615,Primary 1 Body Mass Index,2
Inverclyde,Primary 1 Body Mass Index,Raw data,2009/10,NA,Primary 1 Body Mass Index,4
Midlothian,Primary 1 Body Mass Index,Raw data,2009/10,82.11997687554268,Primary 1 Body Mass Index,2
Moray,Primary 1 Body Mass Index,Raw data,2009/10,85.0835322195704,Primary 1 Body Mass Index,2
North Ayrshire,Primary 1 Body Mass Index,Raw data,2009/10,82.90385231720228,Primary 1 Body Mass Index,4
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2009/10,85.7092192666293,Primary 1 Body Mass Index,4
Orkney Islands,Primary 1 Body Mass Index,Raw data,2009/10,NA,Primary 1 Body Mass Index,1
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2009/10,86.34825267634564,Primary 1 Body Mass Index,1
Renfrewshire,Primary 1 Body Mass Index,Raw data,2009/10,87.81428472220072,Primary 1 Body Mass Index,3
Scotland,Primary 1 Body Mass Index,Raw data,2009/10,84.89563287939454,Primary 1 Body Mass Index,NA
Scottish Borders,Primary 1 Body Mass Index,Raw data,2009/10,85.8712623100829,Primary 1 Body Mass Index,2
Shetland Islands,Primary 1 Body Mass Index,Raw data,2009/10,83.4868480114911,Primary 1 Body Mass Index,1
South Ayrshire,Primary 1 Body Mass Index,Raw data,2009/10,86.3550571123075,Primary 1 Body Mass Index,3
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2009/10,86.62839766008543,Primary 1 Body Mass Index,3
Stirling,Primary 1 Body Mass Index,Raw data,2009/10,86.50823862091463,Primary 1 Body Mass Index,2
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2009/10,82.69662921348309,Primary 1 Body Mass Index,4
West Lothian,Primary 1 Body Mass Index,Raw data,2009/10,85.51943925650885,Primary 1 Body Mass Index,3
Aberdeen City,Primary 1 Body Mass Index,Raw data,2010/11,85.94085537084585,Primary 1 Body Mass Index,1
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2010/11,86.4882776884854,Primary 1 Body Mass Index,1
Angus,Primary 1 Body Mass Index,Raw data,2010/11,82.98520392846588,Primary 1 Body Mass Index,2
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2010/11,81.12889299599244,Primary 1 Body Mass Index,2
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2010/11,84.02679092438122,Primary 1 Body Mass Index,3
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2010/11,83.8571952183116,Primary 1 Body Mass Index,3
Dundee City,Primary 1 Body Mass Index,Raw data,2010/11,82.55086455738616,Primary 1 Body Mass Index,4
East Ayrshire,Primary 1 Body Mass Index,Raw data,2010/11,85.64013012155213,Primary 1 Body Mass Index,4
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2010/11,86.8387096774193,Primary 1 Body Mass Index,1
East Lothian,Primary 1 Body Mass Index,Raw data,2010/11,85.77929648999203,Primary 1 Body Mass Index,2
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2010/11,86.5900383141762,Primary 1 Body Mass Index,1
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2010/11,83.83007703245991,Primary 1 Body Mass Index,1
Eilean Siar,Primary 1 Body Mass Index,Raw data,2010/11,80.87498655034926,Primary 1 Body Mass Index,4
Falkirk,Primary 1 Body Mass Index,Raw data,2010/11,85.04653953580986,Primary 1 Body Mass Index,3
Fife,Primary 1 Body Mass Index,Raw data,2010/11,83.97068921034952,Primary 1 Body Mass Index,3
Glasgow City,Primary 1 Body Mass Index,Raw data,2010/11,84.80769230769229,Primary 1 Body Mass Index,4
Highland,Primary 1 Body Mass Index,Raw data,2010/11,82.96504447225344,Primary 1 Body Mass Index,2
Inverclyde,Primary 1 Body Mass Index,Raw data,2010/11,NA,Primary 1 Body Mass Index,4
Midlothian,Primary 1 Body Mass Index,Raw data,2010/11,81.39867599962933,Primary 1 Body Mass Index,2
Moray,Primary 1 Body Mass Index,Raw data,2010/11,83.97695129497036,Primary 1 Body Mass Index,2
North Ayrshire,Primary 1 Body Mass Index,Raw data,2010/11,81.21995835668167,Primary 1 Body Mass Index,4
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2010/11,85.68094092737181,Primary 1 Body Mass Index,4
Orkney Islands,Primary 1 Body Mass Index,Raw data,2010/11,80.3030303030303,Primary 1 Body Mass Index,1
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2010/11,85.9124689389724,Primary 1 Body Mass Index,1
Renfrewshire,Primary 1 Body Mass Index,Raw data,2010/11,87.70216737928322,Primary 1 Body Mass Index,3
Scotland,Primary 1 Body Mass Index,Raw data,2010/11,84.81996887124433,Primary 1 Body Mass Index,NA
Scottish Borders,Primary 1 Body Mass Index,Raw data,2010/11,85.93165529336876,Primary 1 Body Mass Index,2
Shetland Islands,Primary 1 Body Mass Index,Raw data,2010/11,84.54678756321627,Primary 1 Body Mass Index,1
South Ayrshire,Primary 1 Body Mass Index,Raw data,2010/11,85.34708719070014,Primary 1 Body Mass Index,3
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2010/11,87.71951562913463,Primary 1 Body Mass Index,3
Stirling,Primary 1 Body Mass Index,Raw data,2010/11,87.11750589684857,Primary 1 Body Mass Index,2
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2010/11,82.69662921348309,Primary 1 Body Mass Index,4
West Lothian,Primary 1 Body Mass Index,Raw data,2010/11,85.61357237461499,Primary 1 Body Mass Index,3
Aberdeen City,Primary 1 Body Mass Index,Raw data,2011/12,85.08834469234154,Primary 1 Body Mass Index,1
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2011/12,86.5008037224037,Primary 1 Body Mass Index,1
Angus,Primary 1 Body Mass Index,Raw data,2011/12,83.08424102813444,Primary 1 Body Mass Index,2
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2011/12,82.77576633583786,Primary 1 Body Mass Index,2
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2011/12,84.36379654655796,Primary 1 Body Mass Index,3
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2011/12,83.56592331439546,Primary 1 Body Mass Index,3
Dundee City,Primary 1 Body Mass Index,Raw data,2011/12,82.62344745684848,Primary 1 Body Mass Index,4
East Ayrshire,Primary 1 Body Mass Index,Raw data,2011/12,84.9402844057213,Primary 1 Body Mass Index,4
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2011/12,86.83909561637665,Primary 1 Body Mass Index,1
East Lothian,Primary 1 Body Mass Index,Raw data,2011/12,85.1752484191508,Primary 1 Body Mass Index,2
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2011/12,86.2821711913493,Primary 1 Body Mass Index,1
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2011/12,84.4028982111289,Primary 1 Body Mass Index,1
Eilean Siar,Primary 1 Body Mass Index,Raw data,2011/12,80.53260166250983,Primary 1 Body Mass Index,4
Falkirk,Primary 1 Body Mass Index,Raw data,2011/12,84.74546298907862,Primary 1 Body Mass Index,3
Fife,Primary 1 Body Mass Index,Raw data,2011/12,84.01296404053383,Primary 1 Body Mass Index,3
Glasgow City,Primary 1 Body Mass Index,Raw data,2011/12,84.62197590003525,Primary 1 Body Mass Index,4
Highland,Primary 1 Body Mass Index,Raw data,2011/12,83.12869822005767,Primary 1 Body Mass Index,2
Inverclyde,Primary 1 Body Mass Index,Raw data,2011/12,83.131067961165,Primary 1 Body Mass Index,4
Midlothian,Primary 1 Body Mass Index,Raw data,2011/12,82.50812587120593,Primary 1 Body Mass Index,2
Moray,Primary 1 Body Mass Index,Raw data,2011/12,83.48242376340197,Primary 1 Body Mass Index,2
North Ayrshire,Primary 1 Body Mass Index,Raw data,2011/12,78.26777393636907,Primary 1 Body Mass Index,4
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2011/12,84.91622189733626,Primary 1 Body Mass Index,4
Orkney Islands,Primary 1 Body Mass Index,Raw data,2011/12,79.42190141760955,Primary 1 Body Mass Index,1
